,Unnamed: 0,channel.name,program.name,text,prob_soft_news_us,full_date
1944088,2260531,CNN,New Day Saturday,"everyone at home, and health care currently is. BLACKWELL: Well, increasingly, it's hitting a lot of people at home and in their communities. Let's talk about the future of the parties and go through this quickly the issue obviously the president is highlighting its immigration. And I want to go back to 2013 after the 2012 laws, there was the growth and opportunity project report that came out. They autopsy as it's called from Republicans. And one thing that they highlighted here was reaching out to Hispanics. Let's see how that applies to what we're seeing today. And the finding was, ""If Hispanics perceived that a GOP nominee or candidate does not want them in the United States, they will not pay attention to our next sentence. It does not matter what we say about education, jobs or the economy. If Hispanics think we do not want them here, they will close their ears to our policies."" What's the impact of what the president is saying and how he's saying it about this caravan? We understand that these are people who are potentially trying to seek asylum in the United States, what's that mean to potentially growing the GOP Hispanic vote? EVANS: That's a great question. And if you look at the demographics nationally, Latinos are going to be the fastest growing segment of the American population. So, there's no but doubt for both parties. Both the GOP in the Democratic Party creating messaging which appeals to Latinos is going to be very important. In my opinion, long-term thinking for millennials, which we both are. What we grew up in the most diverse generation American history. And I'm hopeful that because you look at what's happening the rhetoric on both sides, we have a situation where politics is polarized probably, for the most part, it's ever been in our lifetime. Going forward, I'm hopeful that given the way that we have both grew up, we can break that down. And because the demographic is going to continue to change, now looking at it -- (CROSSTALK) BLACKWELL: But is the president wrong in his rhetoric here? Because what he's saying and how is he saying, it is -- does not correspond with what you're describing you want the future of the party to be. EVANS: Well, I think that what the president is doing, he's saying there has to be law and order. There has -- there has to be borders and able to protect what we've created is the best country on earth. And if we enable anyone to just come forward in a caravan and assume that they're just going to be able to cross the border, is that going to continue to progress with the foundational principles we built the country on. BLACKWELL: Luke, the future of your party very quickly here, the progressive element. Bernie Sanders did well in 2016 with young voters, with millennial voters. Ocasio-Cortez, several progressive, several Democratic socialists have done well this cycle.",0.2333872333872333,2018-11-03
65099,70580,CNN,Larry King Live,"perhaps they had politics on their mind rather than law, your response? SEN. ROBERT GRAHAM (D), FLORIDA: My response is that this is an excellent court. It's elected through a nonpartisan process. Orrin, it's the same process that Connie Mack and I have been using in selecting federal judges that you have so kindly approved through your Judiciary Committee. I think these are seven fine jurists, and, they have reached an opinion based on their closely-divided interpretation of the law. COSSACK: But Senator Graham, how can they split? This is 4-3 opinion which may very well decide who the next president of the United States is, and yet they seem to be so far apart. The one -- the majority said that the standard that Judge Sauls used was wrong. The minority said, well, it wasn't -- at least two of minority said it wasn't wrong and one of the minority said that even if it was wrong, it was the right decision. How can that be? GRAHAM: Well, it can -- you know, Roger, what lawyers do is they make their living looking at the law and trying to reconcile disparate positions and sometimes those positions are irreconcilable. And so, you end up with a court which divided 4-3, but that is the legal system that we have. And I think the questions that we are about to come down to is do we believe that this process should be one which is essentially a political process or one which is rule of law? And if this next president, whoever it is, is going to have the legitimacy to be an effective president of the United States for our people and the world, it is critical that he be selected based on the rule of law. GRAHAM: Senator Hatch, we've just heard what Senator Graham says, it has to be law and not politics, but I think what you said is that perhaps you suspect the Florida Supreme Court of playing a little politics? HATCH: Well, I'm not even going to say that. I'm saying that they have ignored the Florida law. Now, look, Senator Graham and Senator Mack have worked very hard to get nonjudicial activists in the federal courts and they've been very successful in getting judges through the nomination of the Judiciary Committee and I've helped them because of good way they've worked, but this different. Let me just not -- let me just not make Orrin Hatch statements here, even though I think I would do my best to be honorable and honest, let me quote the chief justice of this court. He said the majority's decision cannot quote, ""withstand scrutiny under the United States Constitution,"" unquote. He said there is, quote. ""no foundation in the law of Florida,"" unquote for the court's opinion. He said the standard that will be applied conducting hand recount is quote, ""unknown or at best ambiguous,"" unquote. He said the hand recount will be conducted by people who quote,",0.1658002148227712,2000-12-08
1892733,2208972,CNN,New Day Saturday,"they receive help finding a job and a place to live as they re-enter society. They say avoiding returning to jail is a nearly full-time job. UNIDENTIFIED MALE: My parole officer told me that you have to walk around with these papers for the next ten -- what? Next 13 years. I said, why? And the word that she used are these are your traveling papers. We all know what traveling papers are. Where originated from. I told my parole officer, I said, I'm not a slave. YOUNG: The United States incarcerates more of its citizens than any other country in the world. More than 2 million men and women are locked up. Once out, former inmates say they face a parole system that puts them back in jail for violations other citizens would never be arrested for. Many face large fees from their time spent in jail, fees they struggle to pay off. UNIDENTIFIED MALE: Although I know the statistics -- YOUNG: The Cnn film ""American Jail"" documents the reasons behind the explosion in U.S. prison and jail rates. UNIDENTIFIED MALE: I've been in MSDF on a transfer when I was going upstate. YOUNG: Alan Shultz(ph) of Milwaukee spent nine years in and out of jail, mostly on drug-related charges. He now works for a group that advocates for prison reform. Shultz(ph) believes the drive to privatize parts of the prison system actually gives companies financial incentives to not reduce the prison population. UNIDENTIFIED MALE: They're starting to now invest in electronic monitoring, collection of the probation fees, and then you can also talk about like who's selling these people goods, like the minutes on the phone that they get to use. Because a lot of us are being charged $5 and upwards for a call that would cost somebody 50 cents out here. UNIDENTIFIED MALE: I believe that this is another trap, when you did your time, incarcerated, you shouldn't have to wear something like this. YOUNG: In a prison system where $265 billion is spent every year to keep millions locked up, some don't expect to see major changes any time soon. UNIDENTIFIED MALE: Business is booming. If there's no crying, they will create crime so that create methods to lock you up anyway because it's business and they're good at it. YOUNG: Ryan Young, Cnn, Chicago. (END VIDEOTAPE) PAUL: And a thank you to Cnn's Ryan Young there. The Cnn film ""American Jail"", it premieres Sunday night at 8:00 Eastern right here. (COMMERCIAL BREAK) PAUL: Well, the world's three biggest sports stars are all in the headlines. BLACKWELL: Yes, and two of them headed right for one another. Coy Wire joins us now with more, Coy? COY WIRE, CNN SPORTS PRESENTER: Good morning to you, Portugal's Cristiano Ronaldo, Argentina's Lionel Messi, they're in action today. Also LeBron James officially now a free agent, and yes, these are indeed the three biggest sporting stars on the planet is in fact how often they are searched, their endorsement",0.2679623769849334,2018-06-30
983534,1271810,CNN,CNN Newsroom,"Mark will agree on this, for the candidates who -- not even candidates yet -- Christie, Palin, Giuliani, well, if they're going to jump in, I guess they got to do it now because they got one last month to get ready? PRESTON: Yes, they absolutely do. So, the big question is: will we see the likes of Christie or Palin and Giuliani get in the race? And, you know, you never know with any of three of them. I mean, they're all wild cards at this point. But if you are a betting person, probably not any of them, but who knows? STEINHAUSER: Time wasted, no doubt about it. BALDWIN: What do we call them? The non-candidate candidates. And, quickly, in terms of that primary filing deadline, isn't it pretty close? Like sometime in October, yes? PRESTON: Yes. Well, states have different -- they have had different filing deadlines and that's actually the reason. Not only that, it's building big -- building staffs to get into these states and, of course, the number one thing is raising money and getting support for your campaign. BALDWIN: Money, money, money. STEINHAUSER: The clock is ticking, no doubt about. And, yes, money, money. BALDWIN: All right. Gentlemen, thank you very much, Paul and Mark. And to a story I've been waiting for here. We're going to tell you about this 6-year-old boy who wound up trapped under a car. (BEGIN VIDEO CLIP) UNIDENTIFIED MALE: His leg was pinned in such a way that I knew that we had to lift the car somehow. (END VIDEO CLIP) BALDWIN: How this group of officers, you see them, bystanders rushed in to help. We're actually going to talk to the family member of this little boy who has had a way to say thank you. We'll have that news for you live coming up. And then a huge planter that looks like a Chia, but also looks a little bit like a presidential candidate. You have to see this. ""Political Pop"" -- Brianna Keilar, coming up. (COMMERCIAL BREAK) BALDWIN: Unfortunately, we hear a lot about violence in our nation's campuses. Well, one teacher said, no, not in my classroom. You will see as he breaks up what could have been a very serious fight. The whole thing captured on cell phone camera. Watch for yourself. (BEGIN VIDEO CLIP) (INAUDIBLE) UNIDENTIFIED MALE: You boys are pissing me off! Hey, hey. Both of y'all, just listen! Shut up and sit down! I need a change out of you and you. If you don't take that mess over there right now, right now, you going to push through me to get to, you ain't. So take it over there and you can't squash like gentleman, get out of his face, get out of mine and get over there. Take it. You want to squash? You can do that off campus. Y'all don't do that in here. And whatever makes you believe you could, we can squash this right",0.3259601029617437,2011-09-30
2037364,2354208,CNN,New Day,"(BEGIN VIDEO CLIP) UNIDENTIFIED FEMALE: Are you going to apologize to Cory Booker? BIDEN: Apologize for what? UNIDENTIFIED FEMALE: Cory Booker has called for it. BIDEN: Cory should apologize. He knows better. There's not a racist bone in my body. I've been involved in civil rights my whole career. Period, period, period. (END VIDEO CLIP) BERMAN: Apologize for what? It's Cory -- using his first name, not Senator Booker -- who should apologize. HABERMAN: Right. Somebody owes me an apology. I mean, really, that part was the part to me that just was so incredibly resonant of something that the current president would say. This is -- this is not just sort of an idle discussion about words. Joe Biden needs the support of African-American voters in this primary if he's going to be successful. And this is raising an issue that a lot of people have had concerns about with him, that he is just -- Is he right for this moment? Does he understand the current discussion about race, not just nationally but within the Democratic Party, and what a generational divide there is? And again, he made a cleanup effort last night at a different fundraiser, where he did say what you just described, which is again, I think, what he was trying to say. But we don't -- you don't get points for what you're trying to say. The current president often is trying to say something, and then we are told that we misunderstood him. Again, I think that this is going to raise a lot of new questions about, you know, Joe Biden's viability over the next several months. CAMEROTA: Because what he seems to be saying and what we often hear President Trump saying, or at least demonstrating, is that they don't really feel like playing by 2019 rules. HABERMAN: Right. CAMEROTA: I mean, this has happened a few times to Joe Biden now. HABERMAN: Yes. CAMEROTA: Which is, like, some vague recognition that there's new rules. But he doesn't want to play by those new rules. HABERMAN: I think the problem for Democrats is also that, again, it's really -- you can't really criticize Donald Trump for playing by new rules and then say, ""We're going to do the same thing."" I think they are trying to figure out what this all means. I mean, Donald Trump's biggest strength, as we have talked about many times, is a refusal to be shamed. And that is not necessarily something that we have seen Democrats want to emulate. So I'm not sure how this plays out. We say one top adviser to Joe Biden leave the campaign amidst this. I'm not sure where this goes. BERMAN: Two points. One, I just want to point out Jim Clyburn, who's the No. 3 House Democrat -- HABERMAN: Yes, it's important. BERMAN: -- senior African-American member of Congress, and other members of the Congressional Black Caucus have come out in defense -- HABERMAN: Yes. BERMAN: -- of",0.0827478777663913,2019-06-20
137770,234815,CNN,CNN Live Today,"only think of what was going through those individual's minds as they jumped. Is there a heaven. They must have know something. They must have had a piece of mind. Do we have a device inside of us that ells us, it's time, it's OK, we're going to jump into something beautiful like a garden."" You know that really made me think. I guess it sort of quelled my anxiety for a moment, and I sat back, and I thought, wow, I sort of feel at peace about death right now. WHITNEY: That was an extraordinary quote. And It comes from a lapsed Catholic, and someone who thinks of themself as an atheist now, and someone, though, who aches for faith and yearns for faith. PHILLIPS: I saw a lot of people really are yearning for faith, and they're yearning for something to believe in since this happened. A lot of people in your piece don't have peace with God. Let's listen to Marian Fontana. (BEGIN VIDEO CLIP) MARIAN FONTANA, N.Y. FIREFIGHTER WIDOW: I got back to the hotel room, and I guess that's when really I felt the stark reality of everything, and I sat there by myself and watched the sunrise, and it was startling beauty that I couldn't believe that this God that I had talked to in my own way for 35 years could make the most beautiful place in the world and turn this loving man into bones, and I couldn't reconcile the difference between those two extremes, and I guess that's when I felt that my faith was so weakened by the 11th, and so I felt like God was just not present in me the way it had been. (END VIDEO CLIP) PHILLIPS: Helen Whitney, we're going to ask you to stand by. We're going to continue talking about faith and doubt at ground zero. TO ORDER A VIDEO OF THIS TRANSCRIPT, PLEASE CALL 800-CNN-NEWS OR USE OUR SECURE ONLINE ORDER FORM LOCATED AT www.fdch.com",0.811351217088922,2002-09-03
852715,1129276,CNN,Rick's List,"also have stories in Wisconsin and New York. The governor's race, New York, with Rangel's race. We're going to be taking you to parts of New Hampshire. As the night goes on, expect CNN to bring you the results and to be the first to do so. Let's take a quick break so we can do so on the other side. You're watching RICK'S LIST, your national conversation. (COMMERCIAL BREAK) SANCHEZ: Hold on. Welcome back, everybody. I'm Rick Sanchez. Not just the Delaware numbers, but we shared with you some New Hampshire numbers. And I understand now, we might be able to get new Maryland numbers that are coming in. Let's go back to John King. You're going to crunch some of these for us. John, tell us what you got? KING: Rick, here's one that is a defeat for the Tea Party tonight and a victory for a former governor of Maryland who is seeking his old job back. Bob Ehrlich is the Republican in Maryland. He has more than 80 percent of the vote as they are counting up the percentages. A lot of vote counting still to be down, but we could safely now and the Republican Governors Association has already congratulated Bob Ehrlich. He will be the Republican nominee for governor against the incumbent Martin O'Malley. Brian Murphy was the Tea Party candidate but he's pulling just about 18 percent of the vote at the moment. So, in that race in Maryland, Bob Ehrlich trying a comeback. He will be the Republican nominee in a very closely contested governor's race there. Now, let's get the latest on Delaware. We're still at 37 percent of the vote. This is the national message right now. Everyone is watching this race for the national message. This is a race to get the seat held by Joe Biden. For the Republican nomination, veteran Republican Congressman Mike Castle, a former governor of the state of Delaware, a moderate Republican, 45 percent. The Tea Party favorite, Christine O'Donnell, who lost to Joe Biden back in 1996, I think it was, she is winning at the moment, 55 percent. There is no doubt here, Rick, you've been talking about it with Jessica and Gloria all night long, the national Republican establishment, the state Republican establishment, all their energy went into Mike Castle. The Tea Party activist saying thanks but no thanks at the moment. Their candidate with just shy of 40 percent of the vote count. Christine O'Donnell is winning in that race. And as you can see that's where Jessica Yellin is tonight. They are watching this vote count. And every time we've gone up in the percentage, that lead has held. We'll keep watching it, though. It ain't over yet. SANCHEZ: Yes, a bunch of races that we're going to be watching tonight. Don't forget about the controversy that suddenly is shaking out in New York where we understand there's issues with some of the voting machines. Mike Bloomberg has --",0.1733338981136337,2010-09-14
1479270,1794021,CNN,Anderson Cooper 360 Degrees,"JOHN BERMAN, CNN HOST: Vladimir Putin and Trump's tax plan which he unveiled today promising it will help the middle class spare the working poor, take more he says from people like himself and boost the economy. (BEGIN VIDEO CLIP) DONALD TRUMP (R), PRESIDENTIAL CANDIDATE: There is so much money to be saved. We're reducing taxes, but at the same time, if I win, if I become president, we will be able to cut so much money and have a better country. We won't be losing anything other than we'll be balancing budgets and getting them where they should be. So this is a plan that's simple, that's a major reduction, I think people are going to be very happy. We've already had some very good reviews. I did the plan with some of the leading scholars and economists and tax experts that there are in this country. They love it. They say why hasn't this been done before and this is my wheelhouse. That's what I do well. The economy is what is do well. Whenever they do polls, I always come out way above everybody else on the economy and on leadership, by the way, but I won't say that. (END VIDEO CLIP) BERMAN: That's from his news conference today. In a nutshell, his plan cuts the number of tax brackets in half to 10, 15 and 25 percent at the top. There is a down from 39.6 percent, the capital gains tax would drop, the estate tax would vanish and certain hedge fund earnings would be taxed as regular income. Mr. Trump says his healthy friends will not like that part and he says that non-masters of the universal will like what they see promising half of American households will pay no incomes tax whatsoever under this plan. The thing is, most already don't. And that's not the only way in which this plan opened a question. Erin Burnett, as we said, had a chance to ask some of those questions. She joins us now. Erin, thanks for being with us. Fascinating interview. A lot of tax cuts for people across the board including eliminating taxes altogether. How does he pay for it? ERIN BURNETT, CNN HOST, OUTFRONT: That's the big question, right, and I kept pushing him on that. Fundamentally, it seems like the way this is going to be paid for. And by the way, we're talking about trillions of dollars in tax cuts, right? This is an incredible amount of money is basically through growth. His campaign says we only need the economy to grow at three percent and this will pay for itself. A lot of economists think that they would need much more growth than that. But that is the but. This is a classic conservative plan in that one regard if you cut taxes, people are more productive and we will pay for itself. That's the fundamental bet that they are making because these loopholes that he is talking about in",0.2250662698686427,2015-09-28
22821,24964,CNN,Morning News,"BILL HEMMER, CNN ANCHOR: Want to go live now to, let's see, Lake Zurich, Illinois. Kim Murphy, a reporter there with WITI-TV, an affiliate with CNN out of Milwaukee, Wisconsin hanging out in the suburbs of Chicago. What do you have for us? KIM MURPHY, WITI-TV REPORTER: Well, good morning, Bill. We arrived here in Lake Zurich about 7:00 this morning as soon as we got world that the winning ticket was sold some place in this small suburban community. The place we stopped, turns out, this was the place that sold those winning numbers, and the excitement is just growing by the minute. Employees themselves found out about 7:00 this morning and they tried to keep things quiets to kind of let the shock of the news sink in, but no luck there. I mean, everyone is showing up. We've had media from Chicago arriving. People on their way to work are stopping by to find out what all the hubbub is about. And now the big question, now that we know where the winning ticket was sold, is: Who bought the winning ticket? And a lot of people are just hoping that they know that someone. Reporting live in Lake Zurich, Illinois. Bill, back to you. HEMMER: Kim, hang on one second. I know every state varies, but the owner of that shop, did they get anything out of this? MURPHY: Yes, actually, in Illinois, they get a 1 percent bonus. So that boils down to $1.8 million for this store. HEMMER: Wow. MURPHY: A lot of money. HEMMER: Very nice. Sweeney's Citgo (ph), they're going nuts, huh? MURPHY: Yes, it is -- they are happy here. HEMMER: Kim Murphy, thanks. WITI in Milwaukee with that update there. Kim, appreciate it. TO ORDER A VIDEO OF THIS TRANSCRIPT, PLEASE CALL 800-CNN-NEWS OR USE OUR SECURE ONLINE ORDER FORM LOCATED AT www.fdch.com",0.694037308461026,2000-05-10
1885066,2201277,CNN,Quest Means Business,"and become an (inaudible). They are physically and mentally -- if we can change the image, we can help more people go out and live a healthy, full life. STEWART: Working in collaboration with Panasonic, the autonomous wheel launched a trial at Tokyo's Haneda Airport, and now Panasonic hopes the technology will be rolled out in time for the Tokyo Olympic Games. UNIDENTIFIED MALE: (Through a translator). Come 2020, we would like to make this kind of mobility available not only at airports, but also in towns and stadiums. Handicapped people have few chances to go to the stadium for sports games, so we hope they can go to sports venues and paralympic games. We hope that people say the world changed after 2020. STEWART: And it's not just about boosting confidence day to day. This has helped boost Kanai's hopes for the -- STEWART: -- future. KANAI: (Through an interpreter). My disease will progress, but the new technology will allow me to do more. And to live the way that I do now. I don't know what ability I might lose next, but I have hope now that this technology will solve the problem. STEWART: Anna Stewart, CNNMoney, Tokyo. (END VIDEO TAPE) QUEST: So, it has been 598 days since AT&T announced it had agreed to buy our parent company, Time Warner. A judge's ruling at the moment in the US on whether that mega merger can go forward, and to do so, will change the landscape for antitrust in corporate America. We will have the details with QUEST MEANS BUSINESS. Hello, I am Richard Quest. There is more QUEST MEANS BUSINESS in just a moment when the Chief Executive of Lloyd's of London is on the hunt for the next big tech entrepreneur, Inga Beale, will be with me right here in the studio. Donald Trump says he sees potential for condos in North Korea. I will speak to a man who takes tourists there already. As we put them all together, this is CNN and on this network, the news and the facts will always come first. World leaders have praised the unprecedented summit in Singapore between the North Korean leader and the US President. Israel's Prime Minister called it an important step comparing to Donald Trump's strong stance against Iran. Germany's Foreign Minister says the talks laid for foundations for further nuclear negotiations. Any moment now, a US Federal judge will issue his decision on the $85 billion merger between AT&T and our parent company, Time Warner. The judge could approve the merger, block it or post various conditions. The US government is suing to block the merger on competition grounds. AT&T argues it needs the deal to compete with today's tech giants. The White House Economic Adviser, Larry Kudlow is to remain in the hospital after suffering a heart attack yesterday. The White House says it is for standard precaution and that his doctors expect him to make a full speedy recovery. CNN contributor Stephen",0.0181002560877775,2018-06-12
1623428,1938713,CNN,Breaking News,"another terrorist attack. LEMON: OK. KAYYEM: They just wouldn't do it. It's a new leader, they don't want to look flat footed. LEMON: Right. KAYYEM: So I take that at face value from the New York Police Department, so it means that it was purposeful. The video cameras will likely show movement of a person to or close to the dumpster or the area. LEMON: Right. KAYYEM: They are now -- you know, it takes a while to do forensics on a device, but I always say this in a -- you know, in any disaster, you kind of want to wait a few minutes, don't say anything, especially for leadership. LEMON: Yes. KAYYEM: Don't say anything that gets too far in front. LEMON: All right, Juliette. Stand by. We're going to bring you back but we got to get to something else. HARLOW: Juliette, thank you. Stay with us, please, with your expertise so critical at this hour. Our correspondent, though, Jean Casarez is on the ground there right where that press conference wrapped up. And Jean, we're now seeing this tweet from the NYPD's counterterrorism bureau, noting the 29 injuries reported, but now saying for the first time one of those may be critical, one of those injuries may be critical, saying we remain on the scene. What else do you know? CASAREZ: Well, we heard at the press conference they said it was very, very serious, but right here on 23rd Street right now, Mayor Bill de Blasio of New York City started out by saying that we have had a very serious incident tonight in New York City. And it is about one block away from me right now. I want you to look beyond me. This is an active crime scene, what you're looking at, one block away, and this is where the dumpster, the reciprocal is, that the explosion took place outside of it. They are now confirming. But they are processing the scene right now, they did confirm minutes ago that they have gotten video at that moment in time when that explosion took place. They are currently collecting more video. They are asking anyone that has any information, video or being an eyewitness. They would not go so far as to say if there was a device involved, but that there was an explosion. They do say that they will continue to give updates through the night as they see exactly what it is that they can report. But it is an active crime scene. They did say they believed it was intentional. An intentional act. They do not believe at this point that there is any correlation at all with terrorism. No link, no threat to New York City, but they did confirm, that just blocks from here, 27th, they are investigating another situation, would not say exactly what was that was, does not appear an explosion went off, but all forces are in that area right now. But as we",0.051014809304485,2016-09-17
1784927,2100805,CNN,New Day,"being there together. And days like this, they really motivate the kids to continue their fight. (END VIDEO CLIP) CAMEROTA: All right, to see more of Blake's story, you can go to cnnheroes.com. CUOMO: All right, the Chicago Cubs advance to the NLCS. They had a wild victory over the Nationals. Highlights in the ""Bleacher Report,"" next. (COMMERCIAL BREAK) CUOMO: The Cubbies one step closer to defending their World Series title. Coy Wire has more in the ""Bleacher Report."" And, once again, you're looking good doing it. COY WIRE, CNN SPORTS CORRESPONDENT: Oh, it's Friday. Who can't look good, right? The weekend is here. We made it. Chicago proven they're fighters in the past. They had to win the final two games on the road to win the World Series last year. And Joe Maddon's Cubs were in the same spot last night. Having to win in Washington, D.C., against the Nationals in a winner go home game five. The Cubs on the road (INAUDIBLE) facing a 4-1 deficit. But Chicago's Addison Russell, struggling this entire series, came through when his team needed him most. They gave him a spark with this double in the fifth, putting them up 5-4. In the end, they would still have to hold on for dear life. Up 9-8 in the bottom of the ninth, and closer Wade Davis finishes one of the biggest days of his career, helping the Cubs seal the deal. Break out the champagne. Get the bottles popping. They're celebrating their third straight trip to the National League Championship Series. The Cubs are now going to face the Dodgers tomorrow night in game one at 8:08 Eastern on our sister channel TBS. And don't forget tonight, in Houston, in game one of the National League Championship Series, those Astros hosting the New York Yankees. CAMEROTA: Thanks, Coy. Great to see you. WIRE: You're welcome. CAMEROTA: Happy Friday. President Trump dismantling President Obama's legacy one executive action at a time. How does David Axelrod feel about this? He's here with ""The Bottom Line,"" next. (COMMERCIAL BREAK) CUOMO: It is Friday the 13th and the president using the occasion to raise anxiety on two fronts, dismantling the Obama legacy, ACA, by saying that he will not continue cost-sharing revenues that are essential to lower income people getting health care, and also decertifying the Iran nuclear deal today. Let's get ""The Bottom Line"" on these moves with CNN's senior political commentator David ""The Axe"" Axelrod. Congratulations on your Cubs. DAVID AXELROD, CNN SENIOR POLITICAL COMMENTATOR: Thank you. Yes. one more step toward the big Cubs/Yankees World Series. CUOMO: We'll leave that to the side for now. I want to keep the smile on your face. What do you make of these moves, sir? AXELROD: Well, look, there's no doubt that he seems -- the president seems highly motivated to, as you say, dismantle the Obama legacy. I'm less concerned about that than the impact of what he's doing. There are millions of people",0.0596813899639719,2017-10-13
1826215,2142242,CNN,Early Start With John Berman And Zoraida Sambolin,"campaign, and, of course, the fact that he was involved in the firing of James Comey. Of course, as for former FBI Director James Comey, he took many notes that he's talked about, about his interactions with the president, and, of course, the special counsel will be interested in Comey expanding upon those. The president actually weighed in on Sessions' interview on Tuesday. REPORTER: Are you concerned about what the attorney general told the special counsel? DONALD TRUMP, PRESIDENT OF THE UNITED STATE: No, I'm not at all, Kristen. Not at all. REPORTER: Did you talk to him about it? TRUMP: No, I didn't, but I'm not at all concerned. SCHNEIDER: Jeff Sessions' interview is a major development in shoot probe. The White House has continually said that it is cooperating with Mueller's investigation -- Christine and Dave. (END VIDEOTAPE) ROMANS: All right. Jessica Schneider, thank you for that. BRIGGS: All right. Joining us this morning, making his long-awaited EARLY START debut, CNN political analyst Errol Louis. Errol, I know you've been long waiting to get up at 3:00 in the morning to join us here but we appreciate it, nonetheless. Especially on a huge day in this Russia investigation. Among the developments we can put up on the screen -- hard to put them all on one graphic. But Bob Mueller seeks to question the president, some written, some verbal. Jeff Sessions was interviewed last week. James Comey was interviewed last year. Andrew McCabe was asked in the oval office who he voted for. How in your eyes did yesterday change at least the perception or the direction of the investigation? ERROL LOUIS, CNN POLITICAL COMMENTATOR: Well, it's certainly among other things putting to rest any lingering notion that this is a witch hunt, a fabrication, that this is politically motivated and there's nothing there. Throughout the last year really, the president has not acted like somebody who has nobody to hide. Every piece of information we get suggests that there's been active directive sort of interference in this investigation, attempts to discredit anybody who touches it. And a president who doesn't I think fully at -- at best I think you'd have to say doesn't fully understand his role compared to that of the FBI and the Justice Department, that these are not just a bunch of investigators and lawyers who work for him. That their oath is to the United States, that their independence is critical to the proper functioning of those agencies. And over and over again, you see the president kind of stomping all over that. Again, for anybody who is maybe tuning in to this for the first time -- we talk about it every day -- but it's like, are these the actions of a man with nothing to hide? And the answer to that to me is obvious. ROMANS: When you look at who has been interviewed in the probe at this point, it is a long list now. What does it",0.2667696256805167,2018-01-24
2522914,18551,MSNBC,Countdown,"in Hollywood, she would probably be laughed out of town, because today`s actresses, like eat\none piece of arugula, then they excuse themselves to throw it up. She would not be allowed to even make movies. She would\nprobably be arrested for -- quote -- ""plus-size."" But, still, her timeless beauty towers over all the current people.\n \n\n Renee Zellweger is very spunky and cute. And she tried to do a Marilyn in ""Chicago."" Was very good, but she wasn`t Marilyn.\nAnd it`s unfair, but a Marilyn comes along once a century. And nobody today can come close to it, except maybe Brad Pitt.\n \n\n (LAUGHTER)\n \n\n OLBERMANN: Has anybody, in fact, in the last period of time since she`s been gone, have they come close? Has anybody\ngotten on to the playing field? Is anybody likely to be on that playing field?\n \n\n MUSTO: Maybe Ashton Kutcher. No, I`m kidding.\n \n\n OLBERMANN: Yes.\n \n\n MUSTO: No. You know what? And they keep trying. And they can`t even come close. And that`s why Marilyn`s star burns\nmore and more brightly and that`s why people care now about these new glimpses into her with these new photographs, because\nshe`s still the ultimate icon of screen glamour.\n \n\n OLBERMANN: Is there a tipping point? Is there a finite point at which new pictures will no longer be a big deal? Or\nis it just the opposite?\n \n\n MUSTO: I actually do -- I was thinking recently, with a little bit of depression, that there will be a time when Marilyn\nis not as famous as she is now, because nobody now cares about Clara Bow or whoever were the stars of the early part of the\n20th century. And, eventually, there will be a new Marilyn to take her place. But I`ll remember her. I just wish I had been\nthere at the time to tell her, you can act, honey. You`re good.\n \n\n OLBERMANN: Yes. Maybe you just hit another element of the mystique, Michael, that we all want to say that to her and\nreassure her, just like reassuring Elvis he didn`t have to blow up into a balloon-size shape.\n \n\n MUSTO: No, I didn`t care about him.\n \n\n OLBERMANN: All right.\n \n\n (LAUGHTER)\n \n\n OLBERMANN: Michael Musto, entertainment columnist for New York`s ""Village Voice,"" we will not bring you back on Elvis\nday, but we`ll bring you back next time they find some more pictures of Marilyn Monroe. Thanks for your insights.\n \n\n MUSTO: Any time. Thank you.\n \n\n OLBERMANN: Now to recap tonight`s COUNTDOWN stories.\n \n\n The rich get richer and the poor get to watch Alex Rodriguez on television playing for the New York Yankees. The big\nbaseball trade goes through. Four, inclusion and exclusion, now 2,000 or so same-sex couples have married in San Francisco,\nwhile a Republican college group has unveiled a whites-only scholarship at a Rhode Island university. Three, President Bush\nand John Kerry are cousins, 16th cousins three times removed. Kerry is expected to win Wisconsin tomorrow. Dean`s campaign\nchairman is to jump ship.\n \n\n Two, a new device",0.8647081441206697,2004-02-16
